steps,rewards
22,22.014443685323933
51,29.06520174159669
73,22.01515587456524
93,20.036046791262926
106,13.044010069314389
128,22.02927390001714
152,24.00971739782253
166,14.064974389830603
183,17.005101473757534
201,18.0064954903326
214,13.005149699724276
228,14.003977779101113
250,22.05415243927855
264,14.006899014429656
274,10.002932864858304
287,13.055395312979819
296,9.054843485169114
310,14.003467433410698
323,13.045648938626982
337,14.008809570525775
348,11.004182857996785
367,19.012162078428084
386,19.005980662920045
399,13.006075858138503
411,12.004592272336597
421,10.066919881477952
431,10.050337934121488
441,10.004181475075894
452,11.00360924331471
465,13.005630135862155
478,13.003013717720751
491,13.0061242715572
502,11.005908991454634
512,10.006238256045618
525,13.005886637396179
537,12.072518377657978
547,10.004377020278477
557,10.002574130543508
568,11.00383253354812
584,16.00405528176343
595,11.005721195123625
606,11.003584568202495
616,10.005255770124496
629,13.005191263882441
638,9.003099251503592
647,9.004677875863855
663,16.062036764435472
674,11.006724660820327
690,16.009475663607006
701,11.00482880841009
712,11.004940845351666
721,9.005273327138275
731,10.002502647903748
744,13.005218460806645
752,8.002990381303244
764,12.005210131360217
774,10.004899126337842
782,8.002750200813171
796,14.003850095055531
806,10.00413337710779
819,13.004817401152104
829,10.004046398284844
839,10.003376075206324
853,14.006863039685413
864,11.00308191458462
875,11.003304538060913
885,10.006423510657624
895,10.005191090004518
908,13.007747623836622
925,17.004935872065833
936,11.00564226268325
949,13.004200935002881
958,9.00486300154589
969,11.003142421750816
977,8.003385186800733
987,10.004230693238787
996,9.002065668278373
1005,9.004048565472477
1014,9.004090239119249
1024,10.05988192409277
1034,10.002392947394402
1047,13.004491638374747
1057,10.036165647162125
1084,27.023259529762434
1094,10.002808138745603
1107,13.033794107474387
1116,9.024867831775916
1134,18.010659601492808
1145,11.00276084409561
1155,10.029307297477498
1169,14.01983291497454
1178,9.001616143685533
1188,10.002792607963785
1197,9.002167205227307
1223,26.017278564802833
1233,10.036732809664679
1244,11.029378830688074
1254,10.002683803008402
1264,10.03581856675446
1272,8.00173363778158
1282,10.043852567952127
1293,11.003131123655475
1308,15.035686515155248
1318,10.002767180139198
1328,10.00273164153914
1337,9.037950944714249
1347,10.04983742698096
1356,9.037405472435058
1365,9.001585073786556
1376,11.003406933427321
1385,9.001883750251727
1397,12.001520452322437
1406,9.037586420867592
1416,10.048520076740532
1425,9.001884899294236
1435,10.001615706516898
1447,12.001920981938019
1457,10.001206368452404
1468,11.003060741367518
1479,11.002756377821788
1488,9.00205788614112
1497,9.002173593861517
1507,10.002050311525817
1516,9.00210119690746
1528,12.003370355593507
1537,9.002039102214622
1560,23.08224863036303
1569,9.001532804942691
1581,12.001440369535704
1591,10.001113871135749
1603,12.002242517098786
1614,11.002965226088417
1622,8.00160567452549
1631,9.001964434969704
1640,9.037285376805812
1651,11.044543260941282
1660,9.0018993475358
1670,10.002071624819655
1693,23.088558279169956
1703,10.001207621605136
1712,9.00192651526886
1723,11.001247175585014
1732,9.002301353699293
1741,9.002059582760557
1749,8.001637050625868
1758,9.002058668527752
1768,10.002676774747671
1778,10.002623210690217
1788,10.002601406042231
1798,10.002833319746424
1808,10.047571810008959
1817,9.002232846076367
1840,23.086750187113648
1854,14.049613300850615
1863,9.002215294679628
1873,10.002389533485985
1883,10.047914554551244
1893,10.051100618951024
1902,9.001936048391507
1924,22.068219065287842
1934,10.001928427407982
1946,12.00234734535334
1956,10.002501063968522
1967,11.003230976016495
1977,10.002597150963265
1986,9.002248394384514
2001,15.002063148771413
2009,8.001632619736483
2019,10.002399148116819
2029,10.002746211248448
2039,10.001654820668046
2047,8.001044129289221
2057,10.001448926585725
2072,15.016293576569298
2081,9.011947075440549
2091,10.001410368713548
2101,10.001472768199164
2112,11.00157903387444
2121,9.014473958802409
2130,9.001309964852407
2141,11.001592261646874
2152,11.001521669095382
2162,10.001410595199559
2171,9.0012413681834
2183,12.001503047073493
2199,16.002487151551758
2208,9.00115741624031
2218,10.00121918261866
2231,13.00167333566351
2243,12.001693417015485
2252,9.00117500878987
2264,12.001420333451824
2274,10.001329514797543
2284,10.000983793690102
2298,14.001836163247937
2316,18.002372840169116
2331,15.00187409229693
2340,9.015736677218227
2349,9.001313450257296
2358,9.001138528523734
2369,11.001177634304621
2381,12.001547765848228
2395,14.00164620828
2414,19.002655034547207
2424,10.001195951609407
2434,10.001011052815011
2442,8.011357358307576
2452,10.022032365296033
2464,12.001583493122599
2473,9.001190157118252
2489,16.00235462097917
2499,10.001183680561372
2519,20.002464870829133
2530,11.001240468333707
2542,12.001473011431518
2555,13.001803476945497
2571,16.00252967370907
2583,12.001305357139792
2603,20.03117711492814
2615,12.00158953248756
2625,10.001434734731445
2635,10.001322317321321
2651,16.02150595494313
2663,12.001483316009399
2678,15.015861089341339
2687,9.014670551847665
2698,11.00158865303965
2707,9.001159296772675
2727,20.03302697611507
2743,16.002184421854327
2760,17.002618274418634
2770,10.00128752888413
2781,11.001322950021128
2794,13.001569753198417
2813,19.00237717625277
2831,18.002471742295892
2845,14.001698284986194
2858,13.001724197226576
2872,14.00173720192979
2883,11.001549060386605
2893,10.001243706111564
2910,17.023685358802325
2924,14.001882088842102
2936,12.001624583854573
2948,12.001521257509014
2960,12.001466689398512
2974,14.001945995684945
2987,13.00159236585605
2996,9.001073103101225
3008,12.001554723276058
3028,20.029137576930225
3038,10.000664574733992
3050,12.000439346597659
3068,18.004092463040433
3095,27.00115900258789
3125,30.001274902024853
3146,21.0007107188554
3226,80.00752775335025
3363,137.01564456191292
3386,23.009747640577555
3396,10.00142806352087
3407,11.000319589278845
3488,81.01282311124031
3499,11.00041362195625
3572,73.00761922929671
3676,104.01601328599895
3829,153.01726394885014
3849,20.00297106874096
3883,34.00507486670576
3971,88.01380085373795
3998,27.009201694886723
4071,73.00698670892777
4162,91.00592305050955
4286,124.01050404182813
